,record,bad,cumulative bad %,cumulative total %,pred_col
0.8939999938011169,11,0,96.68271803103264,68.70022753128555,prob_XGB
0.8949999809265137,10,1,96.73622257891921,68.84243458475541,prob_XGB
0.8960000276565552,18,1,96.78972712680579,69.09840728100114,prob_XGB
0.8970000147819519,2,0,96.78972712680579,69.1268486916951,prob_XGB
0.8989999890327454,28,1,96.84323167469235,69.5250284414107,prob_XGB
0.8999999761581421,7,0,96.84323167469235,69.6245733788396,prob_XGB
0.9039999842643738,6,0,96.84323167469235,69.7098976109215,prob_XGB
0.9049999713897705,164,7,97.21776350989833,72.04209328782709,prob_XGB
0.906000018119812,1,0,97.21776350989833,72.05631399317406,prob_XGB
0.9070000052452087,13,1,97.27126805778491,72.24118316268488,prob_XGB
0.9079999923706055,1,0,97.27126805778491,72.25540386803185,prob_XGB
0.9089999794960022,95,12,97.91332263242376,73.60637087599545,prob_XGB
0.9110000133514404,93,4,98.12734082397003,74.92889647326507,prob_XGB
0.9120000004768372,3,0,98.12734082397003,74.97155858930603,prob_XGB
0.9139999747276306,10,0,98.12734082397003,75.11376564277589,prob_XGB
0.9160000085830688,10,0,98.12734082397003,75.25597269624573,prob_XGB
0.9179999828338623,54,4,98.34135901551632,76.02389078498294,prob_XGB
0.9190000295639038,1,0,98.34135901551632,76.03811149032992,prob_XGB
0.9210000038146973,101,2,98.44836811128947,77.47440273037543,prob_XGB
0.9229999780654907,9,0,98.44836811128947,77.60238907849829,prob_XGB
0.9240000247955322,6,0,98.44836811128947,77.68771331058021,prob_XGB
0.925000011920929,4,1,98.50187265917603,77.74459613196815,prob_XGB
0.9259999990463257,96,1,98.5553772070626,79.10978384527873,prob_XGB
0.9279999732971191,64,0,98.5553772070626,80.01990898748578,prob_XGB
0.9330000281333923,46,1,98.60888175494918,80.6740614334471,prob_XGB
0.9350000023841858,375,15,99.41144997324773,86.00682593856655,prob_XGB
0.9359999895095825,71,0,99.41144997324773,87.0164960182025,prob_XGB
0.9390000104904175,10,0,99.41144997324773,87.15870307167235,prob_XGB
0.9480000138282776,903,11,100.0,100.0,prob_XGB
